id,name,category,workoutType,level,raceDistanceTags,surface,durationRangeMinutes,distanceRangeKm,intensityTarget,formulaHooks,safetyFlags,confidenceLabel
wkt_0080,30 min Easy Run — Intermediate treadmill,Easy Run,continuous,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[25, 40]","[3.3, 6.2]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0081,30 min Easy Run — Intermediate Advanced treadmill,Easy Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[25, 40]","[3.3, 6.2]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0082,30 min Easy Run — Beginner mixedRoadTrail,Easy Run,continuous,beginner,general | 5K,road | trail,"[25, 40]","[3.3, 6.2]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0083,30 min Easy Run — Beginner Intermediate mixedRoadTrail,Easy Run,continuous,beginner-intermediate,general | 5K | 10K,road | trail,"[25, 40]","[3.3, 6.2]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0084,30 min Easy Run — Intermediate mixedRoadTrail,Easy Run,continuous,intermediate,general | 5K | 10K | halfMarathon,road | trail,"[25, 40]","[3.3, 6.2]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0085,30 min Easy Run — Intermediate Advanced mixedRoadTrail,Easy Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,road | trail,"[25, 40]","[3.3, 6.2]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0086,35 min Easy Run — Beginner road,Easy Run,continuous,beginner,general | 5K,road,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0087,35 min Easy Run — Beginner Intermediate road,Easy Run,continuous,beginner-intermediate,general | 5K | 10K,road,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0088,35 min Easy Run — Intermediate road,Easy Run,continuous,intermediate,general | 5K | 10K | halfMarathon,road,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0089,35 min Easy Run — Intermediate Advanced road,Easy Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0090,35 min Easy Run — Beginner track,Easy Run,continuous,beginner,general | 5K,track,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0091,35 min Easy Run — Beginner Intermediate track,Easy Run,continuous,beginner-intermediate,general | 5K | 10K,track,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0092,35 min Easy Run — Intermediate track,Easy Run,continuous,intermediate,general | 5K | 10K | halfMarathon,track,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0093,35 min Easy Run — Intermediate Advanced track,Easy Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,track,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0094,35 min Easy Run — Beginner trail,Easy Run,continuous,beginner,general | 5K,trail,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0095,35 min Easy Run — Beginner Intermediate trail,Easy Run,continuous,beginner-intermediate,general | 5K | 10K,trail,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0096,35 min Easy Run — Intermediate trail,Easy Run,continuous,intermediate,general | 5K | 10K | halfMarathon,trail,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0097,35 min Easy Run — Intermediate Advanced trail,Easy Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,trail,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0098,35 min Easy Run — Beginner treadmill,Easy Run,continuous,beginner,general | 5K,treadmill,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0099,35 min Easy Run — Beginner Intermediate treadmill,Easy Run,continuous,beginner-intermediate,general | 5K | 10K,treadmill,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0100,35 min Easy Run — Intermediate treadmill,Easy Run,continuous,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[30, 45]","[3.9, 7.3]",Zone 2 / RPE 2-4 / conversational pace,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | conversationPace | reduceIfFatigued | stopIfPain,high
wkt_0101,30 min Base Run — Beginner road,Base Run,continuous,beginner,general | 5K,road,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0102,30 min Base Run — Beginner Intermediate road,Base Run,continuous,beginner-intermediate,general | 5K | 10K,road,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0103,30 min Base Run — Intermediate road,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,road,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0104,30 min Base Run — Intermediate Advanced road,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0105,30 min Base Run — Beginner trail,Base Run,continuous,beginner,general | 5K,trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0106,30 min Base Run — Beginner Intermediate trail,Base Run,continuous,beginner-intermediate,general | 5K | 10K,trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0107,30 min Base Run — Intermediate trail,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0108,30 min Base Run — Intermediate Advanced trail,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0109,30 min Base Run — Beginner treadmill,Base Run,continuous,beginner,general | 5K,treadmill,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0110,30 min Base Run — Beginner Intermediate treadmill,Base Run,continuous,beginner-intermediate,general | 5K | 10K,treadmill,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0111,30 min Base Run — Intermediate treadmill,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0112,30 min Base Run — Intermediate Advanced treadmill,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0113,30 min Base Run — Beginner mixedRoadTrack,Base Run,continuous,beginner,general | 5K,road | track,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0114,30 min Base Run — Beginner Intermediate mixedRoadTrack,Base Run,continuous,beginner-intermediate,general | 5K | 10K,road | track,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0115,30 min Base Run — Intermediate mixedRoadTrack,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,road | track,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0116,30 min Base Run — Intermediate Advanced mixedRoadTrack,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,road | track,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0117,30 min Base Run — Beginner mixedRoadTrail,Base Run,continuous,beginner,general | 5K,road | trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0118,30 min Base Run — Beginner Intermediate mixedRoadTrail,Base Run,continuous,beginner-intermediate,general | 5K | 10K,road | trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0119,30 min Base Run — Intermediate mixedRoadTrail,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,road | trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0120,30 min Base Run — Intermediate Advanced mixedRoadTrail,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,road | trail,"[30, 45]","[3.4, 6.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0121,35 min Base Run — Beginner road,Base Run,continuous,beginner,general | 5K,road,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0122,35 min Base Run — Beginner Intermediate road,Base Run,continuous,beginner-intermediate,general | 5K | 10K,road,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0123,35 min Base Run — Intermediate road,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,road,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0124,35 min Base Run — Intermediate Advanced road,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,road,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0125,35 min Base Run — Beginner trail,Base Run,continuous,beginner,general | 5K,trail,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0126,35 min Base Run — Beginner Intermediate trail,Base Run,continuous,beginner-intermediate,general | 5K | 10K,trail,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0127,35 min Base Run — Intermediate trail,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,trail,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0128,35 min Base Run — Intermediate Advanced trail,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,trail,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0129,35 min Base Run — Beginner treadmill,Base Run,continuous,beginner,general | 5K,treadmill,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0130,35 min Base Run — Beginner Intermediate treadmill,Base Run,continuous,beginner-intermediate,general | 5K | 10K,treadmill,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0131,35 min Base Run — Intermediate treadmill,Base Run,continuous,intermediate,general | 5K | 10K | halfMarathon,treadmill,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
wkt_0132,35 min Base Run — Intermediate Advanced treadmill,Base Run,continuous,intermediate-advanced,5K | 10K | halfMarathon | marathon,treadmill,"[35, 50]","[4.0, 7.4]",Zone 2 / RPE 3-4,sessionDuration | distanceEstimate | paceToTime | hrZoneTarget | trainingLoadEstimate,lowIntensity | controlledEffort | reduceIfFatigued | stopIfPain,high
